protein_id	gene_name	diamond_subject	diamond_pident	diamond_evalue	diamond_bitscore	diamond_taxids	diamond_sciname	source_organism	lineage	is_eukaryote	is_bacteria	is_fungi	is_virus	pfam_domains	pfam_evalue	eggnog_og	cog_category	eggnog_desc	cazy	go_terms	kegg_ko	kegg_pathway	diamond_title
TRINITY_DN79646_c0_g1_i4.p1	XP_054271209.1 coatomer subunit beta' isoform X1 [	XP_054271209.1	90.6	0.0	1410	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	B-prop_COPA_B_2nd(PF04053.21);TPR_COPA_B(PF23953.2);Beta-prop_THOC3(PF25174.2);WD40(PF00400.39);Beta-prop_WDR5(PF25175.2);Beta-prop_WDR3_1st(PF25173.2);Beta-prop_IFT122_1st(PF23381.2);WD40_Prp19(PF24814.2);WD40_WDHD1_1st(PF24817.2);Beta-prop_WDR3_2nd(PF25172.2);Beta-prop_EML_2(PF23414.2);WDR55(PF24796.2);WD40_CDC20-Fz(PF24807.2);WD40_Gbeta(PF25391.2);Beta-prop_WDR36-Utp21_2nd(PF25168.2);EIF3I(PF24805.2);WD40_MABP1-WDR62_2nd(PF24782.3);Beta-prop_TEP1_C(PF25048.2);Beta-prop_WDR36-Utp21_1st(PF25171.2);Beta-prop_WDR75_1st(PF23869.2);Beta-prop_TEP1_2nd(PF25047.1);Beta-prop_WDR90_POC16_2nd(PF23393.3);Beta-prop_CAF1B_HIR1(PF24105.2);Beta-prop_EML(PF23409.2);Beta-prop_EIPR1(PF23609.2);Beta-prop_RIG_2nd(PF23775.2);ANAPC4_WD40(PF12894.14);WD40_MABP1-WDR62_1st(PF24780.2);Beta-prop_WDR41(PF25178.1);Beta-prop_SCAP(PF24017.3);Beta-prop_HPS5(PF23756.2);NBCH_WD40(PF20426.5);WDR90_beta-prop_4th(PF23342.2);Beta-prop_NOL10_N(PF23098.2);PEP5_VPS11_N(PF23341.2);Beta-prop_IFT140_1st(PF23383.2);Beta-prop_Aladin(PF25460.2)	1.2e-93	KOG0276@1|root,KOG0276@2759|Eukaryota,38EBC@33154|Opisthokonta,3BATJ@33208|Metazoa,3CW5C@33213|Bilateria,41UT2@6656|Arthropoda,3SI76@50557|Insecta,3E7QX@33342|Paraneoptera	U	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins	GT2	GO:0000003,GO:0000139,GO:0003006,GO:0003674,GO:0005080,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005794,GO:0005795,GO:0005798,GO:0005829,GO:0006810,GO:0006886,GO:0006888,GO:0006890,GO:0006891,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0008104,GO:0008150,GO:0009790,GO:0009792,GO:0009987,GO:0009994,GO:0010883,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0016020,GO:0016192,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0022412,GO:0022414,GO:0030117,GO:0030120,GO:0030126,GO:0030133,GO:0030135,GO:0030137,GO:0030154,GO:0030659,GO:0030660,GO:0030662,GO:0030663,GO:0031090,GO:0031410,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0032504,GO:0032879,GO:0032991,GO:0033036,GO:0034613,GO:0042175,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044432,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045184,GO:0046907,GO:0048193,GO:0048468,GO:0048475,GO:0048477,GO:0048599,GO:0048609,GO:0048856,GO:0048869,GO:0050789,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051704,GO:0065007,GO:0065008,GO:0070727,GO:0071702,GO:0071705,GO:0097708,GO:0098588,GO:0098791,GO:0098796,GO:0098805,GO:0098827,GO:1901998,GO:1905952	ko:K17302		XP_054271209.1 coatomer subunit beta' isoform X1 [Macrosteles quadrilineatus]
TRINITY_DN79689_c0_g1_i1.p1	XP_054272071.1 trafficking protein particle comple	XP_054272071.1	86.3	1.02e-86	259	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	Sedlin_N(PF04628.20);Sybindin(PF04099.19)	1.3e-49	COG5603@1|root,KOG3487@2759|Eukaryota,3A0GZ@33154|Opisthokonta,3BQJ5@33208|Metazoa,3D75K@33213|Bilateria,41Z9X@6656|Arthropoda,3SMMQ@50557|Insecta	U	It is involved in the biological process described with ER to Golgi vesicle-mediated transport		GO:0000003,GO:0001501,GO:0003674,GO:0005085,GO:0005088,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005783,GO:0005829,GO:0006355,GO:0006403,GO:0006810,GO:0006888,GO:0006900,GO:0006901,GO:0006903,GO:0006996,GO:0007154,GO:0007165,GO:0007166,GO:0007224,GO:0007275,GO:0007276,GO:0007283,GO:0008134,GO:0008150,GO:0009889,GO:0009987,GO:0010468,GO:0010556,GO:0012505,GO:0015931,GO:0016043,GO:0016050,GO:0016192,GO:0017016,GO:0017112,GO:0017137,GO:0019219,GO:0019222,GO:0019899,GO:0019953,GO:0022414,GO:0022607,GO:0023052,GO:0030008,GO:0031267,GO:0031323,GO:0031326,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0033036,GO:0033227,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044325,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0046907,GO:0048193,GO:0048194,GO:0048199,GO:0048207,GO:0048208,GO:0048232,GO:0048471,GO:0048609,GO:0048731,GO:0048856,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0050896,GO:0051020,GO:0051171,GO:0051179,GO:0051234,GO:0051236,GO:0051252,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051704,GO:0051716,GO:0060255,GO:0061024,GO:0065003,GO:0065007,GO:0065009,GO:0070013,GO:0071702,GO:0071705,GO:0071840,GO:0080090,GO:0090114,GO:0098772,GO:0099023,GO:1903506,GO:2000112,GO:2001141	ko:K20301		XP_054272071.1 trafficking protein particle complex subunit 2 [Macrosteles quadrilineatus]
TRINITY_DN796_c0_g1_i2.p1	XP_046666450.1 nesprin-1-like [Homalodisca vitripe	XP_046666450.1	70.9	0.0	5276	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Spectrin_SYNE1(PF25034.2);Spectrin(PF00435.28);CH(PF00307.37)	8.5e-118	COG5069@1|root,KOG0516@2759|Eukaryota,38C3M@33154|Opisthokonta,3BCXH@33208|Metazoa,3CWUW@33213|Bilateria,41X3C@6656|Arthropoda,3SGB8@50557|Insecta,46HQP@7399|Hymenoptera	Z	Spectrin repeats			ko:K19326		XP_046666450.1 nesprin-1-like [Homalodisca vitripennis]
TRINITY_DN796_c0_g2_i3.p1	XP_046666450.1 nesprin-1-like [Homalodisca vitripe	XP_046666450.1	69.6	0.0	5251	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Spectrin(PF00435.28);Spectrin_SYNE1(PF25034.2)	5e-69	COG5069@1|root,KOG0516@2759|Eukaryota,38C3M@33154|Opisthokonta,3BCXH@33208|Metazoa,3CWUW@33213|Bilateria,41X3C@6656|Arthropoda,3SGB8@50557|Insecta,46HQP@7399|Hymenoptera	Z	Spectrin repeats			ko:K19326		XP_046666450.1 nesprin-1-like [Homalodisca vitripennis]
TRINITY_DN796_c0_g2_i4.p1	KAG8253808.1 hypothetical protein J6590_025980 [Ho	KAG8253808.1	73.7	5.74e-94	297	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	Spectrin_SYNE1(PF25034.2);Spectrin(PF00435.28)	1.6e-08	COG5069@1|root,KOG0516@2759|Eukaryota,38C3M@33154|Opisthokonta,3BCXH@33208|Metazoa,3CWUW@33213|Bilateria,41X3C@6656|Arthropoda,3SGB8@50557|Insecta	Z	Spectrin repeats			ko:K19326		KAG8253808.1 hypothetical protein J6590_025980 [Homalodisca vitripennis]
TRINITY_DN796_c0_g2_i5.p1	KAG8253807.1 hypothetical protein J6590_025979 [Ho	KAG8253807.1	42.5	6.58e-38	156	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0			COG5069@1|root,KOG0516@2759|Eukaryota,38C3M@33154|Opisthokonta,3BCXH@33208|Metazoa,3CWUW@33213|Bilateria,41X3C@6656|Arthropoda,3SHF8@50557|Insecta,46HW7@7399|Hymenoptera	Z	Spectrin repeats		GO:0000003,GO:0000226,GO:0002164,GO:0003006,GO:0003674,GO:0003779,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005640,GO:0005737,GO:0006810,GO:0006928,GO:0006996,GO:0006997,GO:0007010,GO:0007015,GO:0007017,GO:0007097,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007300,GO:0007303,GO:0007498,GO:0007517,GO:0007519,GO:0007522,GO:0007523,GO:0008092,GO:0008150,GO:0008335,GO:0009791,GO:0009888,GO:0009987,GO:0012505,GO:0014706,GO:0016020,GO:0016043,GO:0016477,GO:0016482,GO:0019867,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0022412,GO:0022414,GO:0030016,GO:0030017,GO:0030018,GO:0030029,GO:0030036,GO:0030154,GO:0031032,GO:0031090,GO:0031224,GO:0031674,GO:0031965,GO:0031967,GO:0031968,GO:0031975,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0034453,GO:0034992,GO:0034993,GO:0040011,GO:0042175,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043292,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044449,GO:0044464,GO:0044703,GO:0046907,GO:0048468,GO:0048471,GO:0048477,GO:0048513,GO:0048569,GO:0048609,GO:0048731,GO:0048856,GO:0048869,GO:0048870,GO:0051179,GO:0051234,GO:0051640,GO:0051641,GO:0051643,GO:0051646,GO:0051647,GO:0051649,GO:0051656,GO:0051674,GO:0051704,GO:0060361,GO:0060537,GO:0060538,GO:0061061,GO:0071840,GO:0097435,GO:0098588,GO:0098796,GO:0098805,GO:0099080,GO:0099081,GO:0099512,GO:0106083,GO:0106094	ko:K19326		KAG8253807.1 hypothetical protein J6590_025979 [Homalodisca vitripennis]
TRINITY_DN796_c0_g2_i5.p2	KAG8253808.1 hypothetical protein J6590_025980 [Ho	KAG8253808.1	72.5	4.95e-67	226	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0			COG5069@1|root,KOG0516@2759|Eukaryota,38C3M@33154|Opisthokonta,3BCXH@33208|Metazoa,3CWUW@33213|Bilateria,41X3C@6656|Arthropoda,3SGB8@50557|Insecta,46HQP@7399|Hymenoptera	Z	Spectrin repeats			ko:K19326		KAG8253808.1 hypothetical protein J6590_025980 [Homalodisca vitripennis]
TRINITY_DN7976_c1_g1_i1.p1	XP_054282971.1 mucin-7-like [Macrosteles quadrilin	XP_054282971.1	46.6	1.24e-38	154	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	CBM39(PF15886.12)	1.4e-21	COG2273@1|root,2RVCU@2759|Eukaryota,39ZIB@33154|Opisthokonta,3BNZE@33208|Metazoa,3D25B@33213|Bilateria,41X4H@6656|Arthropoda,3SG1B@50557|Insecta	G	Hydrolase activity, hydrolyzing O-glycosyl compounds. It is involved in the biological process described with carbohydrate metabolic process	CBM39(26-119);CBM39_e10(26-119)	GO:0001530,GO:0001871,GO:0001872,GO:0002218,GO:0002220,GO:0002221,GO:0002238,GO:0002252,GO:0002253,GO:0002376,GO:0002429,GO:0002682,GO:0002684,GO:0002752,GO:0002757,GO:0002758,GO:0002764,GO:0002768,GO:0003674,GO:0005488,GO:0005575,GO:0005576,GO:0005623,GO:0006950,GO:0006952,GO:0007154,GO:0007165,GO:0007166,GO:0008150,GO:0008289,GO:0008329,GO:0009593,GO:0009595,GO:0009605,GO:0009607,GO:0009615,GO:0009620,GO:0009986,GO:0009987,GO:0010033,GO:0023052,GO:0030246,GO:0030247,GO:0031347,GO:0031349,GO:0032491,GO:0038023,GO:0038187,GO:0042221,GO:0043207,GO:0044464,GO:0045088,GO:0045089,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050896,GO:0051606,GO:0051607,GO:0051704,GO:0051707,GO:0051716,GO:0060089,GO:0065007,GO:0080134,GO:0097367,GO:0098542,GO:0098581	ko:K20692,ko:K20697	ko04624,map04624	XP_054282971.1 mucin-7-like [Macrosteles quadrilineatus]
TRINITY_DN7976_c1_g2_i1.p1										0	0	0	0										
TRINITY_DN7979_c0_g1_i4.p1	XP_046673691.1 immunoglobulin A1 protease autotran	XP_046673691.1	38.3	7.45e-81	275	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0			2D5YF@1|root,2S55Y@2759|Eukaryota,3A5VY@33154|Opisthokonta,3BTGJ@33208|Metazoa,3DA2Q@33213|Bilateria,420C2@6656|Arthropoda,3SNN1@50557|Insecta							XP_046673691.1 immunoglobulin A1 protease autotransporter [Homalodisca vitripennis]
TRINITY_DN7985_c0_g2_i3.p1	XP_046684035.1 nascent polypeptide-associated comp	XP_046684035.1	39.2	1.66e-110	374	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	AKAP2_C(PF15304.12)	7.4e-13	2E0KC@1|root,2S80G@2759|Eukaryota,3A8M2@33154|Opisthokonta,3BU00@33208|Metazoa,3DAP3@33213|Bilateria,4219J@6656|Arthropoda,3SPRK@50557|Insecta							XP_046684035.1 nascent polypeptide-associated complex subunit alpha, muscle-specific form-like isoform X1 [Homalodisca vitripennis]
TRINITY_DN7986_c0_g1_i3.p2										0	0	0	0	DUF1652(PF07865.18);SLBB(PF10531.16)	1.8e-07								
TRINITY_DN7988_c0_g1_i3.p1	XP_023724944.1 synapse-associated protein 1 isofor	XP_023724944.1	69.9	1.54e-184	531	105785	Cryptotermes secundus	Cryptotermes secundus	;Arthropoda;Insecta;Blattodea;Kalotermitidae;Cryptotermes;Cryptotermes secundus	1	0	0	0	BSD(PF03909.23)	6.4e-18	KOG4310@1|root,KOG4310@2759|Eukaryota,39T73@33154|Opisthokonta,3BFGA@33208|Metazoa,3CSNF@33213|Bilateria,41WS2@6656|Arthropoda,3SIZW@50557|Insecta	U	Synapse-associated protein		GO:0001932,GO:0001934,GO:0003008,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005794,GO:0005829,GO:0005886,GO:0007154,GO:0007165,GO:0007267,GO:0007268,GO:0007610,GO:0007611,GO:0007612,GO:0008150,GO:0008306,GO:0009719,GO:0009725,GO:0009893,GO:0009898,GO:0009987,GO:0010033,GO:0010243,GO:0010562,GO:0010604,GO:0010646,GO:0012505,GO:0016020,GO:0019220,GO:0019222,GO:0019897,GO:0019898,GO:0023051,GO:0023052,GO:0030424,GO:0030425,GO:0030426,GO:0030427,GO:0031234,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0031929,GO:0031974,GO:0031981,GO:0032092,GO:0032268,GO:0032270,GO:0032501,GO:0032868,GO:0032869,GO:0032870,GO:0033267,GO:0033674,GO:0035556,GO:0036119,GO:0036120,GO:0036477,GO:0038203,GO:0042221,GO:0042325,GO:0042327,GO:0042734,GO:0042995,GO:0043005,GO:0043025,GO:0043085,GO:0043204,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043393,GO:0043434,GO:0043496,GO:0043549,GO:0044093,GO:0044297,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045202,GO:0045211,GO:0045595,GO:0045597,GO:0045598,GO:0045600,GO:0045859,GO:0045860,GO:0045937,GO:0048167,GO:0048168,GO:0048172,GO:0048471,GO:0048518,GO:0048522,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050804,GO:0050877,GO:0050890,GO:0050896,GO:0051094,GO:0051098,GO:0051099,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051716,GO:0060255,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070848,GO:0070849,GO:0070887,GO:0071310,GO:0071363,GO:0071364,GO:0071375,GO:0071417,GO:0071495,GO:0071900,GO:0071902,GO:0071944,GO:0080090,GO:0090073,GO:0097060,GO:0097447,GO:0097458,GO:0098552,GO:0098562,GO:0098590,GO:0098793,GO:0098794,GO:0098916,GO:0099177,GO:0099536,GO:0099537,GO:0120025,GO:0120038,GO:0150034,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1990314			XP_023724944.1 synapse-associated protein 1 isoform X2 [Cryptotermes secundus]
TRINITY_DN79896_c0_g1_i3.p1	XP_054268526.1 acireductone dioxygenase-like [Macr	XP_054268526.1	77.5	7.31e-102	302	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	ARD(PF03079.21);Cupin_2(PF07883.18)	1.4e-51	COG1791@1|root,KOG2107@2759|Eukaryota,3A1M2@33154|Opisthokonta,3BGJT@33208|Metazoa,3CY5E@33213|Bilateria,41VS6@6656|Arthropoda,3SK35@50557|Insecta,3E9ZC@33342|Paraneoptera	E	Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)		GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006555,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0010309,GO:0016020,GO:0016053,GO:0016491,GO:0016701,GO:0016702,GO:0017144,GO:0019509,GO:0019752,GO:0043094,GO:0043102,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0048518,GO:0050789,GO:0051213,GO:0055114,GO:0065007,GO:0071265,GO:0071267,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:2000241,GO:2000243	ko:K08967	ko00270,ko01100,map00270,map01100	XP_054268526.1 acireductone dioxygenase-like [Macrosteles quadrilineatus]
TRINITY_DN7993_c0_g1_i1.p1	XP_046679605.1 death-associated protein 1 [Homalod	XP_046679605.1	72.1	1.46e-42	145	197043	Homalodisca vitripennis	Homalodisca vitripennis	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Homalodisca;Homalodisca vitripennis	1	0	0	0	DAP(PF15228.12)	3e-29	2D01R@1|root,2S4ST@2759|Eukaryota,3A5XA@33154|Opisthokonta,3BTJR@33208|Metazoa,3D8IH@33213|Bilateria,4217E@6656|Arthropoda,3SYDI@50557|Insecta,3EBGI@33342|Paraneoptera	S	Death-associated protein		GO:0003674,GO:0005488,GO:0005515,GO:0006355,GO:0006915,GO:0006919,GO:0006950,GO:0007154,GO:0007165,GO:0008150,GO:0008219,GO:0009267,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0009991,GO:0010468,GO:0010506,GO:0010507,GO:0010556,GO:0010558,GO:0010604,GO:0010605,GO:0010629,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0012501,GO:0019219,GO:0019222,GO:0019904,GO:0023052,GO:0030162,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031329,GO:0031330,GO:0031667,GO:0031668,GO:0031669,GO:0032088,GO:0032268,GO:0032270,GO:0033554,GO:0034198,GO:0042594,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043280,GO:0043281,GO:0043433,GO:0044092,GO:0044093,GO:0045862,GO:0045892,GO:0045934,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051090,GO:0051171,GO:0051172,GO:0051173,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051336,GO:0051345,GO:0051716,GO:0052547,GO:0052548,GO:0060255,GO:0065007,GO:0065009,GO:0070513,GO:0071496,GO:0080090,GO:0097190,GO:1902679,GO:1903506,GO:1903507,GO:1990928,GO:2000112,GO:2000113,GO:2000116,GO:2001056,GO:2001141			XP_046679605.1 death-associated protein 1 [Homalodisca vitripennis]
TRINITY_DN7_c0_g1_i11.p1										0	0	0	0										
TRINITY_DN7_c0_g1_i4.p1										0	0	0	0										
TRINITY_DN7_c0_g2_i2.p1	XP_054260409.1 uncharacterized protein LOC12898506	XP_054260409.1	37.4	6.72e-37	141	74068	Macrosteles quadrilineatus	Macrosteles quadrilineatus	;Arthropoda;Insecta;Hemiptera;Cicadellidae;Macrosteles;Macrosteles quadrilineatus	1	0	0	0	zf-RVT(PF13966.12)	1.4e-11	KOG1075@1|root,KOG1075@2759|Eukaryota,37TIF@33090|Viridiplantae,3G9IZ@35493|Streptophyta	L	ribonuclease H protein					XP_054260409.1 uncharacterized protein LOC128985061 [Macrosteles quadrilineatus]
TRINITY_DN7_c5_g1_i1.p2	KAJ8672244.1 hypothetical protein QAD02_003503 [Er	KAJ8672244.1	50.8	1.21e-31	122	131215	Eretmocerus hayati	Eretmocerus hayati	;Arthropoda;Insecta;Hymenoptera;Aphelinidae;Eretmocerus;Eretmocerus hayati	1	0	0	0			2D3VY@1|root,2SSZ1@2759|Eukaryota,3APZM@33154|Opisthokonta,3C2WK@33208|Metazoa,3DIYE@33213|Bilateria,48KP1@7711|Chordata,49HMJ@7742|Vertebrata							KAJ8672244.1 hypothetical protein QAD02_003503 [Eretmocerus hayati]
TRINITY_DN7_c5_g1_i1.p1	XP_043463043.1 uncharacterized protein LOC12249905	XP_043463043.1	42.6	2.85e-108	351	63436	Leptopilina heterotoma	Leptopilina heterotoma	;Arthropoda;Insecta;Hymenoptera;Figitidae;Leptopilina;Leptopilina heterotoma	1	0	0	0	DUF8422(PF28514.1);RVT_1(PF00078.33)	6.3e-10	2CWTA@1|root,2RV75@2759|Eukaryota,38WQJ@33154|Opisthokonta,3C6CU@33208|Metazoa,3DME6@33213|Bilateria,42CM4@6656|Arthropoda,3SY8M@50557|Insecta,46MJ3@7399|Hymenoptera							XP_043463043.1 uncharacterized protein LOC122499052 isoform X1 [Leptopilina heterotoma]
